Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season
24/04/22,Bologna,Udinese,2,2,D,1,1,D,,10,17,3,5,9,22,2,4,2,2,0,0,2122
24/04/22,Empoli,Napoli,3,2,H,0,1,A,,17,16,7,2,14,9,10,7,4,1,0,0,2122
24/04/22,Genoa,Cagliari,1,0,H,0,0,D,,13,11,2,1,21,18,2,3,3,2,0,0,2122
24/04/22,Lazio,Milan,1,2,A,1,0,H,,7,25,2,8,13,15,2,8,3,4,0,0,2122
25/04/22,Sassuolo,Juventus,1,2,A,1,1,D,,22,10,7,5,15,8,6,4,2,2,0,0,2122
27/04/22,Fiorentina,Udinese,0,4,A,0,2,A,,18,17,7,8,12,22,14,2,3,4,0,0,2122
27/04/22,Atalanta,Torino,4,4,D,2,2,D,,16,5,5,4,12,11,8,0,2,2,0,0,2122
27/04/22,Bologna,Inter,2,1,H,1,1,D,,5,26,3,7,11,9,0,7,1,3,0,0,2122
30/04/22,Cagliari,Verona,1,2,A,0,2,A,,14,13,5,4,16,17,2,2,2,4,0,0,2122
30/04/22,Napoli,Sassuolo,6,1,H,4,0,H,,18,13,8,4,10,9,4,3,0,3,0,0,2122
30/04/22,Sampdoria,Genoa,1,0,H,1,0,H,,10,14,2,4,13,23,1,2,3,1,0,0,2122
30/04/22,Spezia,Lazio,3,4,A,2,1,H,,9,22,3,9,15,10,4,5,3,1,0,0,2122
01/05/22,Juventus,Venezia,2,1,H,1,0,H,,17,9,4,3,17,12,8,4,3,3,0,0,2122
01/05/22,Empoli,Torino,1,3,A,0,0,D,,11,13,4,3,14,11,5,4,5,2,2,0,2122
01/05/22,Milan,Fiorentina,1,0,H,0,0,D,,13,8,2,2,17,17,2,2,1,3,0,0,2122
01/05/22,Udinese,Inter,1,2,A,0,2,A,,7,12,3,5,12,10,5,11,2,1,0,0,2122
01/05/22,Roma,Bologna,0,0,D,0,0,D,,17,10,5,4,10,9,10,5,0,1,0,0,2122
02/05/22,Atalanta,Salernitana,1,1,D,0,1,A,,20,11,5,9,13,9,11,4,3,2,0,0,2122
05/05/22,Salernitana,Venezia,2,1,H,1,0,H,,19,10,4,4,12,17,6,4,2,7,0,1,2122
06/05/22,Inter,Empoli,4,2,H,2,2,D,,37,4,10,2,10,9,15,2,1,0,0,0,2122
06/05/22,Genoa,Juventus,2,1,H,0,0,D,,18,12,6,4,13,15,9,2,2,3,0,0,2122
07/05/22,Torino,Napoli,0,1,A,0,0,D,,10,11,3,6,18,11,6,4,2,3,0,0,2122
07/05/22,Sassuolo,Udinese,1,1,D,1,0,H,,15,13,6,6,10,18,6,9,2,2,0,0,2122
07/05/22,Lazio,Sampdoria,2,0,H,1,0,H,,16,9,10,2,9,9,6,0,1,1,0,0,2122
08/05/22,Spezia,Atalanta,1,3,A,1,1,D,,5,17,1,6,10,12,0,3,2,3,0,0,2122
08/05/22,Venezia,Bologna,4,3,H,2,1,H,,18,23,9,10,10,13,4,8,2,4,0,0,2122
08/05/22,Salernitana,Cagliari,1,1,D,0,0,D,,13,9,2,3,12,17,7,6,5,2,1,1,2122
08/05/22,Verona,Milan,1,3,A,1,1,D,,10,18,3,8,15,7,5,8,2,1,0,0,2122
09/05/22,Fiorentina,Roma,2,0,H,2,0,H,,12,6,7,1,16,11,5,3,3,1,0,0,2122
14/05/22,Empoli,Salernitana,1,1,D,1,0,H,,16,28,6,9,18,8,3,11,2,2,0,0,2122
14/05/22,Udinese,Spezia,2,3,A,1,2,A,,17,10,6,6,19,10,4,2,3,2,0,0,2122
14/05/22,Verona,Torino,0,1,A,0,1,A,,10,11,5,5,17,18,4,4,4,2,0,0,2122
14/05/22,Roma,Venezia,1,1,D,0,1,A,,46,4,16,2,11,14,20,2,2,5,0,1,2122
15/05/22,Bologna,Sassuolo,1,3,A,0,1,A,,8,16,2,7,9,10,4,9,0,1,0,0,2122
15/05/22,Napoli,Genoa,3,0,H,1,0,H,,17,11,9,3,13,15,9,2,1,1,0,0,2122
15/05/22,Milan,Atalanta,2,0,H,0,0,D,,12,12,6,2,8,14,4,6,3,2,0,0,2122
15/05/22,Cagliari,Inter,1,3,A,0,1,A,,10,17,2,7,12,15,2,5,0,2,0,0,2122
16/05/22,Sampdoria,Fiorentina,4,1,H,2,0,H,,12,12,5,1,18,9,4,5,2,3,1,0,2122
16/05/22,Juventus,Lazio,2,2,D,2,0,H,,4,18,2,7,16,13,0,9,3,3,0,0,2122
20/05/22,Torino,Roma,0,3,A,0,2,A,,13,14,2,6,10,10,5,6,2,2,0,0,2122
21/05/22,Genoa,Bologna,0,1,A,0,0,D,,18,11,5,4,17,10,9,9,3,1,0,0,2122
21/05/22,Atalanta,Empoli,0,1,A,0,0,D,,40,7,10,3,6,7,15,2,1,1,0,0,2122
21/05/22,Fiorentina,Juventus,2,0,H,1,0,H,,13,1,4,0,13,14,6,2,3,3,0,0,2122
21/05/22,Lazio,Verona,3,3,D,2,2,D,,19,10,7,7,9,19,6,4,2,6,0,0,2122
22/05/22,Spezia,Napoli,0,3,A,0,3,A,,16,10,4,4,10,9,4,2,1,2,0,0,2122
22/05/22,Inter,Sampdoria,3,0,H,0,0,D,,27,9,12,3,6,12,8,2,1,2,0,0,2122
22/05/22,Sassuolo,Milan,0,3,A,0,3,A,,15,18,3,12,8,13,3,7,2,1,0,0,2122
22/05/22,Salernitana,Udinese,0,4,A,0,3,A,,25,19,10,11,11,12,7,1,1,1,0,0,2122
22/05/22,Venezia,Cagliari,0,0,D,0,0,D,,7,31,1,7,6,19,6,11,0,3,0,0,2122
13/08/22,Milan,Udinese,4,2,H,2,2,D,,14,9,5,4,16,13,5,1,1,4,0,0,2223
13/08/22,Sampdoria,Atalanta,0,2,A,0,1,A,,11,9,1,3,13,21,3,2,4,6,0,0,2223
13/08/22,Lecce,Inter,1,2,A,0,1,A,,10,19,4,9,21,19,6,8,4,2,0,0,2223
13/08/22,Monza,Torino,1,2,A,0,1,A,,15,13,4,6,6,17,2,7,1,2,0,0,2223
14/08/22,Fiorentina,Cremonese,3,2,H,2,1,H,,27,13,11,4,10,19,11,4,0,3,0,1,2223
14/08/22,Lazio,Bologna,2,1,H,0,1,A,,9,11,6,3,11,18,3,2,2,6,1,1,2223
14/08/22,Salernitana,Roma,0,1,A,0,1,A,,13,20,2,5,18,9,4,2,3,2,0,0,2223
14/08/22,Spezia,Empoli,1,0,H,1,0,H,,9,18,2,5,15,8,6,4,2,1,0,0,2223
15/08/22,Verona,Napoli,2,5,A,1,2,A,,6,25,3,8,15,6,4,8,2,2,0,0,2223
15/08/22,Juventus,Sassuolo,3,0,H,2,0,H,,14,19,4,7,7,5,3,2,1,3,0,0,2223
20/08/22,Torino,Lazio,0,0,D,0,0,D,,10,7,1,2,11,12,6,4,0,5,0,0,2223
20/08/22,Udinese,Salernitana,0,0,D,0,0,D,,15,17,2,6,9,12,6,6,2,4,1,0,2223
20/08/22,Inter,Spezia,3,0,H,1,0,H,,19,2,8,0,11,7,10,4,0,0,0,0,2223
20/08/22,Sassuolo,Lecce,1,0,H,1,0,H,,12,7,3,1,14,12,5,4,5,1,0,0,2223
21/08/22,Empoli,Fiorentina,0,0,D,0,0,D,,4,19,2,2,13,11,1,9,1,3,1,0,2223
21/08/22,Napoli,Monza,4,0,H,2,0,H,,22,4,5,1,11,13,10,4,2,1,0,0,2223
21/08/22,Atalanta,Milan,1,1,D,1,0,H,,11,18,2,7,15,6,4,6,4,3,0,0,2223
21/08/22,Bologna,Verona,1,1,D,1,1,D,,17,19,5,3,10,14,9,8,3,3,1,0,2223
22/08/22,Roma,Cremonese,1,0,H,0,0,D,,27,14,12,3,7,14,5,6,0,3,0,0,2223
22/08/22,Sampdoria,Juventus,0,0,D,0,0,D,,10,10,1,4,8,14,3,4,3,2,0,0,2223
26/08/22,Monza,Udinese,1,2,A,1,1,D,,10,15,5,4,16,10,3,5,3,2,0,0,2223
26/08/22,Lazio,Inter,3,1,H,1,0,H,,11,19,7,7,5,12,2,4,2,1,0,0,2223
27/08/22,Cremonese,Torino,1,2,A,0,1,A,,16,14,6,5,9,21,3,3,0,3,0,0,2223
27/08/22,Juventus,Roma,1,1,D,1,0,H,,14,8,3,4,16,7,4,5,2,2,0,0,2223
27/08/22,Milan,Bologna,2,0,H,1,0,H,,19,8,7,0,13,9,5,1,2,1,0,0,2223
27/08/22,Spezia,Sassuolo,2,2,D,2,1,H,,7,21,2,8,17,10,2,6,2,1,1,0,2223
28/08/22,Salernitana,Sampdoria,4,0,H,2,0,H,,9,17,6,6,19,14,6,3,2,2,0,0,2223
28/08/22,Verona,Atalanta,0,1,A,0,0,D,,14,15,2,7,15,7,7,6,3,3,0,0,2223
28/08/22,Fiorentina,Napoli,0,0,D,0,0,D,,10,13,5,2,12,14,2,3,2,3,0,0,2223
28/08/22,Lecce,Empoli,1,1,D,1,1,D,,15,9,5,3,10,5,3,5,1,2,0,0,2223
30/08/22,Sassuolo,Milan,0,0,D,0,0,D,,8,10,3,2,14,13,3,8,5,2,0,0,2223
30/08/22,Inter,Cremonese,3,1,H,2,0,H,,18,11,7,4,6,14,6,6,0,3,0,0,2223
30/08/22,Roma,Monza,3,0,H,2,0,H,,14,13,7,1,10,7,5,4,0,3,0,0,2223
31/08/22,Empoli,Verona,1,1,D,1,0,H,,16,9,4,3,5,21,7,10,0,4,0,0,2223
31/08/22,Sampdoria,Lazio,1,1,D,0,1,A,,10,13,3,6,10,7,5,7,0,2,0,0,2223
31/08/22,Udinese,Fiorentina,1,0,H,1,0,H,,8,12,3,2,13,9,3,7,1,2,0,0,2223
31/08/22,Juventus,Spezia,2,0,H,1,0,H,,15,9,3,0,1,4,7,3,0,2,0,0,2223
31/08/22,Napoli,Lecce,1,1,D,1,1,D,,19,9,7,4,1,3,6,4,1,4,0,0,2223
01/09/22,Atalanta,Torino,3,1,H,1,0,H,,12,8,5,2,14,13,7,2,1,3,0,0,2223
01/09/22,Bologna,Salernitana,1,1,D,0,0,D,,11,20,4,4,10,11,1,8,2,2,0,0,2223
03/09/22,Fiorentina,Juventus,1,1,D,1,1,D,,17,4,5,1,13,12,10,2,1,3,0,0,2223
03/09/22,Milan,Inter,3,2,H,1,1,D,,21,16,5,5,10,12,2,5,5,2,0,0,2223
03/09/22,Lazio,Napoli,1,2,A,1,1,D,,8,19,2,7,12,14,6,8,4,0,0,0,2223
04/09/22,Cremonese,Sassuolo,0,0,D,0,0,D,,10,17,0,7,16,6,2,3,1,1,0,0,2223
04/09/22,Spezia,Bologna,2,2,D,1,1,D,,15,13,5,6,12,5,7,2,4,1,0,0,2223
04/09/22,Verona,Sampdoria,2,1,H,2,1,H,,17,11,9,3,16,11,7,2,2,2,0,0,2223
04/09/22,Udinese,Roma,4,0,H,1,0,H,,11,12,5,2,16,13,3,7,3,2,0,0,2223
05/09/22,Monza,Atalanta,0,2,A,0,0,D,,11,13,3,6,9,10,4,9,1,1,0,0,2223
05/09/22,Salernitana,Empoli,2,2,D,1,1,D,,15,11,4,5,7,9,6,7,3,2,0,0,2223
05/09/22,Torino,Lecce,1,0,H,1,0,H,,13,10,4,2,16,8,4,4,2,1,0,0,2223
10/09/22,Napoli,Spezia,1,0,H,0,0,D,,28,10,6,1,6,14,10,5,1,2,0,0,2223
10/09/22,Inter,Torino,1,0,H,0,0,D,,16,9,3,7,8,17,6,5,1,2,0,0,2223
10/09/22,Sampdoria,Milan,1,2,A,0,1,A,,10,15,4,4,12,10,2,4,5,2,0,1,2223
11/09/22,Atalanta,Cremonese,1,1,D,0,0,D,,14,7,6,4,9,17,3,3,2,5,0,0,2223
11/09/22,Bologna,Fiorentina,2,1,H,0,0,D,,12,13,4,2,8,13,6,8,1,4,0,1,2223
11/09/22,Lecce,Monza,1,1,D,0,1,A,,7,2,3,1,18,22,8,5,3,3,0,0,2223
11/09/22,Sassuolo,Udinese,1,3,A,1,0,H,,5,17,2,4,7,15,5,6,1,3,1,0,2223
11/09/22,Lazio,Verona,2,0,H,0,0,D,,15,7,6,1,5,23,3,5,2,5,0,0,2223
11/09/22,Juventus,Salernitana,2,2,D,0,2,A,,22,11,7,5,13,15,8,2,5,4,2,1,2223
12/09/22,Empoli,Roma,1,2,A,1,1,D,,20,13,3,7,13,12,7,7,3,1,1,0,2223
16/09/22,Salernitana,Lecce,1,2,A,0,1,A,,8,13,4,4,9,11,4,5,1,3,0,0,2223
17/09/22,Bologna,Empoli,0,1,A,0,0,D,,16,12,3,5,11,16,5,8,2,3,0,0,2223
17/09/22,Spezia,Sampdoria,2,1,H,1,1,D,,6,11,3,8,17,14,3,6,4,5,0,0,2223
17/09/22,Torino,Sassuolo,0,1,A,0,0,D,,12,10,3,5,13,7,4,3,4,1,0,0,2223
18/09/22,Udinese,Inter,3,1,H,1,1,D,,20,14,6,3,11,13,7,4,3,4,0,0,2223
18/09/22,Cremonese,Lazio,0,4,A,0,3,A,,18,14,3,6,12,9,8,5,1,1,0,0,2223
18/09/22,Fiorentina,Verona,2,0,H,1,0,H,,15,8,9,1,18,17,7,3,4,4,0,0,2223
18/09/22,Monza,Juventus,1,0,H,0,0,D,,17,10,4,2,16,17,5,3,2,1,0,1,2223
18/09/22,Roma,Atalanta,0,1,A,0,1,A,,21,4,5,1,9,19,5,1,0,7,0,0,2223
18/09/22,Milan,Napoli,1,2,A,0,0,D,,22,9,5,4,18,11,9,4,4,3,0,0,2223
01/10/22,Napoli,Torino,3,1,H,3,1,H,,15,16,7,3,4,17,4,4,0,2,0,0,2223
01/10/22,Inter,Roma,1,2,A,1,1,D,,15,10,2,3,15,14,5,1,4,3,0,0,2223
01/10/22,Empoli,Milan,1,3,A,0,0,D,,16,19,4,6,15,10,3,7,4,2,0,0,2223
02/10/22,Lazio,Spezia,4,0,H,2,0,H,,13,14,6,2,3,14,3,6,0,2,0,0,2223
02/10/22,Lecce,Cremonese,1,1,D,1,1,D,,6,13,1,4,11,15,1,8,3,1,0,0,2223
02/10/22,Sampdoria,Monza,0,3,A,0,1,A,,3,13,1,6,16,24,2,4,2,2,0,0,2223
02/10/22,Sassuolo,Salernitana,5,0,H,2,0,H,,17,6,11,1,10,8,1,2,1,1,0,0,2223
02/10/22,Atalanta,Fiorentina,1,0,H,0,0,D,,10,16,5,5,12,10,1,5,2,2,0,0,2223
02/10/22,Juventus,Bologna,3,0,H,1,0,H,,17,9,6,1,11,15,2,4,0,1,0,0,2223
03/10/22,Verona,Udinese,1,2,A,1,0,H,,7,21,2,8,15,11,4,9,3,3,0,0,2223
08/10/22,Sassuolo,Inter,1,2,A,0,1,A,,15,16,3,4,14,17,6,5,3,2,0,0,2223
08/10/22,Milan,Juventus,2,0,H,1,0,H,,21,10,3,3,7,7,9,3,2,3,0,0,2223
08/10/22,Bologna,Sampdoria,1,1,D,1,0,H,,10,9,3,3,17,21,2,5,2,3,0,0,2223
09/10/22,Torino,Empoli,1,1,D,0,0,D,,20,6,7,2,15,9,6,1,2,4,0,0,2223
09/10/22,Monza,Spezia,2,0,H,1,0,H,,7,9,4,1,10,20,3,6,3,2,0,0,2223
09/10/22,Salernitana,Verona,2,1,H,1,0,H,,14,12,4,2,9,15,1,6,3,3,1,1,2223
09/10/22,Udinese,Atalanta,2,2,D,0,1,A,,10,9,2,5,11,12,5,3,2,3,0,0,2223
09/10/22,Cremonese,Napoli,1,4,A,0,1,A,,12,21,1,10,18,6,5,2,2,0,0,0,2223
09/10/22,Roma,Lecce,2,1,H,1,1,D,,20,6,6,3,12,11,13,4,2,2,0,1,2223
10/10/22,Fiorentina,Lazio,0,4,A,0,2,A,,24,10,3,6,17,9,9,2,4,1,0,0,2223
15/10/22,Empoli,Monza,1,0,H,1,0,H,,11,16,5,4,17,14,2,9,5,3,0,1,2223
15/10/22,Torino,Juventus,0,1,A,0,0,D,,15,14,2,8,11,8,3,6,2,0,0,0,2223
15/10/22,Atalanta,Sassuolo,2,1,H,1,1,D,,16,11,4,3,10,8,3,3,1,4,0,0,2223
16/10/22,Inter,Salernitana,2,0,H,1,0,H,,16,8,6,3,12,14,6,4,0,1,0,0,2223
16/10/22,Lazio,Udinese,0,0,D,0,0,D,,8,12,3,2,8,11,7,3,1,4,0,0,2223
16/10/22,Spezia,Cremonese,2,2,D,2,1,H,,15,24,6,4,12,11,6,8,2,0,0,0,2223
16/10/22,Napoli,Bologna,3,2,H,1,1,D,,30,16,11,3,6,10,6,4,0,4,0,0,2223
16/10/22,Verona,Milan,1,2,A,1,1,D,,19,16,5,6,7,9,9,3,3,2,0,0,2223
17/10/22,Sampdoria,Roma,0,1,A,0,1,A,,8,7,1,4,20,20,4,3,5,3,0,0,2223
17/10/22,Lecce,Fiorentina,1,1,D,1,0,H,,6,10,2,5,15,16,2,8,5,5,1,0,2223
21/10/22,Juventus,Empoli,4,0,H,1,0,H,,21,12,7,4,13,11,6,4,2,2,0,0,2223
22/10/22,Salernitana,Spezia,1,0,H,0,0,D,,17,14,4,2,9,8,4,7,2,4,0,0,2223
22/10/22,Milan,Monza,4,1,H,2,0,H,,12,16,7,6,18,9,2,2,1,1,0,0,2223
22/10/22,Fiorentina,Inter,3,4,A,1,2,A,,10,8,4,7,15,14,1,2,4,3,0,0,2223
23/10/22,Udinese,Torino,1,2,A,1,1,D,,16,15,4,4,12,15,7,4,3,4,0,0,2223
23/10/22,Bologna,Lecce,2,0,H,2,0,H,,12,9,3,3,11,14,9,4,5,2,0,0,2223
23/10/22,Atalanta,Lazio,0,2,A,0,1,A,,7,12,0,5,15,9,5,8,4,2,1,0,2223
23/10/22,Roma,Napoli,0,1,A,0,0,D,,6,12,0,5,14,12,3,4,3,4,0,0,2223
24/10/22,Cremonese,Sampdoria,0,1,A,0,0,D,,21,8,4,4,16,15,5,1,3,4,0,0,2223
24/10/22,Sassuolo,Verona,2,1,H,1,1,D,,14,13,3,5,7,19,4,5,1,3,0,0,2223
29/10/22,Napoli,Sassuolo,4,0,H,3,0,H,,18,10,6,6,5,6,11,5,0,3,0,1,2223
29/10/22,Lecce,Juventus,0,1,A,0,0,D,,5,13,0,5,16,13,7,7,3,5,0,0,2223
29/10/22,Inter,Sampdoria,3,0,H,2,0,H,,17,9,8,2,5,13,3,3,1,6,0,0,2223
30/10/22,Empoli,Atalanta,0,2,A,0,1,A,,13,20,3,6,10,13,7,2,2,1,0,0,2223
30/10/22,Cremonese,Udinese,0,0,D,0,0,D,,13,13,2,3,8,9,7,4,1,0,0,0,2223
30/10/22,Spezia,Fiorentina,1,2,A,1,1,D,,10,27,6,5,19,14,5,5,5,3,1,0,2223
30/10/22,Lazio,Salernitana,1,3,A,1,0,H,,13,10,4,6,10,7,4,5,3,3,0,0,2223
30/10/22,Torino,Milan,2,1,H,2,0,H,,7,12,4,1,11,16,6,1,5,2,0,0,2223
31/10/22,Verona,Roma,1,3,A,1,1,D,,7,14,3,6,9,9,2,4,3,1,1,0,2223
31/10/22,Monza,Bologna,1,2,A,0,0,D,,9,10,3,5,13,18,4,5,4,2,0,0,2223
04/11/22,Udinese,Lecce,1,1,D,0,1,A,,16,9,5,1,12,18,3,2,2,3,0,0,2223
05/11/22,Empoli,Sassuolo,1,0,H,0,0,D,,17,10,1,3,11,11,3,6,2,0,0,0,2223
05/11/22,Salernitana,Cremonese,2,2,D,2,1,H,,11,11,2,5,14,10,2,2,2,2,0,0,2223
05/11/22,Atalanta,Napoli,1,2,A,1,2,A,,17,7,4,5,10,9,5,2,5,1,0,0,2223
05/11/22,Milan,Spezia,2,1,H,1,0,H,,23,13,11,5,12,13,3,6,6,4,1,0,2223
06/11/22,Bologna,Torino,2,1,H,0,1,A,,9,7,5,2,14,17,3,1,3,3,0,0,2223
06/11/22,Monza,Verona,2,0,H,0,0,D,,14,7,3,2,10,10,5,2,3,1,0,1,2223
06/11/22,Sampdoria,Fiorentina,0,2,A,0,1,A,,14,5,2,4,10,18,4,4,1,0,0,0,2223
06/11/22,Roma,Lazio,0,1,A,0,1,A,,8,5,2,3,18,14,4,2,2,3,0,0,2223
06/11/22,Juventus,Inter,2,0,H,0,0,D,,8,14,3,4,16,13,2,8,2,2,0,0,2223
08/11/22,Napoli,Empoli,2,0,H,0,0,D,,18,6,4,1,12,16,5,0,1,6,0,1,2223
08/11/22,Spezia,Udinese,1,1,D,1,1,D,,21,10,6,2,12,12,9,0,3,3,0,0,2223
08/11/22,Cremonese,Milan,0,0,D,0,0,D,,6,16,1,5,16,10,2,4,4,3,0,0,2223
09/11/22,Lecce,Atalanta,2,1,H,2,1,H,,15,12,3,4,11,12,4,3,1,2,0,0,2223
09/11/22,Sassuolo,Roma,1,1,D,0,0,D,,14,10,6,4,11,11,3,2,5,3,0,0,2223
09/11/22,Fiorentina,Salernitana,2,1,H,1,0,H,,18,4,7,1,10,11,4,3,0,1,0,0,2223
09/11/22,Inter,Bologna,6,1,H,3,1,H,,13,10,7,4,10,11,4,4,1,5,0,0,2223
09/11/22,Torino,Sampdoria,2,0,H,1,0,H,,8,11,5,1,14,21,4,3,1,3,0,0,2223
10/11/22,Verona,Juventus,0,1,A,0,0,D,,15,11,2,3,14,13,5,4,3,2,0,1,2223
10/11/22,Lazio,Monza,1,0,H,0,0,D,,12,8,4,0,15,14,4,3,2,1,0,0,2223
11/11/22,Empoli,Cremonese,2,0,H,0,0,D,,13,19,6,5,9,14,4,9,1,2,0,0,2223
12/11/22,Napoli,Udinese,3,2,H,2,0,H,,15,10,5,4,12,13,5,3,2,3,0,0,2223
12/11/22,Sampdoria,Lecce,0,2,A,0,1,A,,11,11,2,3,14,19,9,0,2,3,0,0,2223
12/11/22,Bologna,Sassuolo,3,0,H,1,0,H,,8,9,4,3,12,6,4,6,1,0,0,0,2223
13/11/22,Atalanta,Inter,2,3,A,1,1,D,,19,14,7,3,10,11,5,4,0,3,0,0,2223
13/11/22,Monza,Salernitana,3,0,H,2,0,H,,19,5,7,0,9,11,6,1,0,2,0,1,2223
13/11/22,Roma,Torino,1,1,D,0,0,D,,13,10,4,2,13,10,7,0,3,2,0,0,2223
13/11/22,Verona,Spezia,1,2,A,1,0,H,,18,16,5,9,13,21,2,10,2,4,0,0,2223
13/11/22,Milan,Fiorentina,2,1,H,1,1,D,,12,11,3,5,13,11,5,7,1,4,0,0,2223
13/11/22,Juventus,Lazio,3,0,H,1,0,H,,13,10,9,3,10,8,2,6,2,1,0,0,2223
04/01/23,Salernitana,Milan,1,2,A,0,2,A,,8,16,1,10,21,13,6,2,4,1,0,0,2223
04/01/23,Sassuolo,Sampdoria,1,2,A,0,2,A,,16,9,4,4,16,19,9,1,2,3,0,0,2223
04/01/23,Spezia,Atalanta,2,2,D,2,0,H,,7,19,3,3,11,11,3,8,3,3,0,0,2223
04/01/23,Torino,Verona,1,1,D,0,1,A,,9,10,3,2,7,17,6,3,1,1,0,0,2223
04/01/23,Lecce,Lazio,2,1,H,0,1,A,,11,8,4,2,16,13,4,3,3,2,0,0,2223
04/01/23,Roma,Bologna,1,0,H,1,0,H,,14,10,4,2,10,10,3,3,2,3,0,0,2223
04/01/23,Cremonese,Juventus,0,1,A,0,0,D,,13,19,3,8,12,12,3,8,5,3,0,0,2223
04/01/23,Fiorentina,Monza,1,1,D,1,0,H,,22,10,6,3,11,13,9,1,1,3,0,0,2223
04/01/23,Inter,Napoli,1,0,H,0,0,D,,6,9,1,2,12,7,5,4,3,2,0,0,2223
04/01/23,Udinese,Empoli,1,1,D,0,1,A,,21,6,3,1,15,14,8,1,2,3,0,1,2223
07/01/23,Fiorentina,Sassuolo,2,1,H,0,0,D,,14,17,5,4,14,9,6,3,4,3,0,0,2223
07/01/23,Juventus,Udinese,1,0,H,0,0,D,,14,11,4,3,16,13,6,4,1,2,0,0,2223
07/01/23,Monza,Inter,2,2,D,1,2,A,,13,11,4,3,14,20,3,5,0,3,0,0,2223
08/01/23,Salernitana,Torino,1,1,D,0,1,A,,11,23,4,8,10,15,6,7,2,3,0,0,2223
08/01/23,Lazio,Empoli,2,2,D,1,0,H,,18,5,4,2,17,10,10,3,4,1,0,0,2223
08/01/23,Spezia,Lecce,0,0,D,0,0,D,,10,15,2,4,14,15,5,7,0,1,0,0,2223
08/01/23,Sampdoria,Napoli,0,2,A,0,1,A,,9,24,2,8,15,12,2,5,3,2,1,0,2223
08/01/23,Milan,Roma,2,2,D,1,0,H,,12,12,5,3,19,13,3,4,4,7,0,0,2223
09/01/23,Verona,Cremonese,2,0,H,2,0,H,,9,15,4,5,16,11,3,5,3,4,0,0,2223
09/01/23,Bologna,Atalanta,1,2,A,1,0,H,,12,7,3,3,16,15,4,0,3,2,0,0,2223
13/01/23,Napoli,Juventus,5,1,H,2,1,H,,14,11,10,2,10,9,2,5,0,1,0,0,2223
14/01/23,Cremonese,Monza,2,3,A,0,2,A,,11,8,7,3,12,12,4,2,2,4,0,0,2223
14/01/23,Lecce,Milan,2,2,D,2,0,H,,17,12,3,5,11,12,8,4,1,2,0,0,2223
14/01/23,Inter,Verona,1,0,H,1,0,H,,11,6,3,1,11,13,3,4,0,3,0,0,2223
15/01/23,Sassuolo,Lazio,0,2,A,0,1,A,,12,12,2,3,17,10,7,3,5,3,0,0,2223
15/01/23,Torino,Spezia,0,1,A,0,1,A,,11,13,4,5,13,12,7,2,3,3,0,0,2223
15/01/23,Udinese,Bologna,1,2,A,1,0,H,,20,15,4,2,10,17,6,4,1,3,0,0,2223
15/01/23,Atalanta,Salernitana,8,2,H,5,1,H,,19,7,13,2,10,12,5,2,1,0,0,0,2223
15/01/23,Roma,Fiorentina,2,0,H,1,0,H,,10,7,4,3,15,12,5,9,3,4,0,1,2223
16/01/23,Empoli,Sampdoria,1,0,H,0,0,D,,16,16,5,7,15,16,3,3,5,6,0,0,2223
21/01/23,Verona,Lecce,2,0,H,1,0,H,,11,9,4,3,15,12,5,4,3,0,0,0,2223
21/01/23,Salernitana,Napoli,0,2,A,0,1,A,,5,9,2,4,14,15,3,4,2,2,0,0,2223
21/01/23,Fiorentina,Torino,0,1,A,0,1,A,,19,9,5,3,9,23,5,3,2,2,0,0,2223
22/01/23,Sampdoria,Udinese,0,1,A,0,0,D,,9,14,1,5,15,17,6,6,3,1,0,0,2223
22/01/23,Monza,Sassuolo,1,1,D,0,1,A,,14,13,3,1,17,18,10,4,2,2,0,0,2223
22/01/23,Spezia,Roma,0,2,A,0,1,A,,8,13,0,3,17,11,4,0,3,1,0,0,2223
22/01/23,Juventus,Atalanta,3,3,D,2,1,H,,15,14,8,4,9,6,6,4,1,2,0,0,2223
23/01/23,Bologna,Cremonese,1,1,D,0,0,D,,21,9,8,2,11,13,4,1,2,5,0,0,2223
23/01/23,Inter,Empoli,0,1,A,0,0,D,,16,13,1,8,13,16,2,3,4,3,1,0,2223
24/01/23,Lazio,Milan,4,0,H,2,0,H,,10,10,5,3,14,11,3,4,1,2,0,0,2223
27/01/23,Bologna,Spezia,2,0,H,1,0,H,,18,6,6,4,8,16,5,5,2,2,0,0,2223
27/01/23,Lecce,Salernitana,1,2,A,1,2,A,,15,10,5,6,14,11,4,4,2,4,0,0,2223
28/01/23,Empoli,Torino,2,2,D,1,0,H,,11,16,4,4,12,9,5,5,2,0,0,0,2223
28/01/23,Cremonese,Inter,1,2,A,1,1,D,,12,30,4,10,7,12,2,14,0,2,0,0,2223
28/01/23,Atalanta,Sampdoria,2,0,H,1,0,H,,21,15,5,5,17,11,7,4,0,2,0,0,2223
29/01/23,Milan,Sassuolo,2,5,A,1,3,A,,10,9,5,7,13,8,2,3,7,4,0,0,2223
29/01/23,Juventus,Monza,0,2,A,0,2,A,,22,3,8,3,12,10,12,1,0,2,0,0,2223
